Unnamed: 0	CTRL_4H	CTRL_24H	SWTX143_50mpk_4h	SWTX143_50mpk_24h	SWTX143_25mpk_4h	SWTX143_25mpk_24h	SWTX143_10mpk_4h	SWTX143_10mpk_24h
TMPO-AS1	0.00140920036204473	0.00155153123992053	0.00174292815317813	0.00141193602906033	0.00166438010110467	0.00159514963251027	0.00170077634920793	0.00151923957510283
TMPO	0.0117629427858192	0.0106082089312286	0.0134571745567215	0.0114289271473822	0.0135549666638919	0.0137054051459725	0.0147665649217913	0.0116386076033346
SLC25A3	0.03086354227429	0.0323314389218714	0.0315889124760123	0.0297671976625193	0.030007602101464	0.0306093644656301	0.0300943973875406	0.0386682580381931
SNORA53	1.32065206287286E-05	1.22410375857982E-05	1.50183975369828E-05	2.17991102879071E-05	2.88372770642033E-05	2.76487345863067E-05	2.63101752350458E-05	8.44908580891547E-06
IKBIP	0.0154659103275009	0.0152885638043858	0.010487328165152	0.0081165727807934	0.0112137592757631	0.0121743295900105	0.0147209814556294	0.0109636793801931
APAF1	0.00256468100302713	0.00286324852549827	0.002425572086897	0.00244429411587107	0.00274681809694747	0.00304593684061337	0.00328101318644503	0.00245241052808533
ANKS1B	0.0004421800933956	0.000509544922640633	0.000475262498225567	0.000580015025721033	0.000592381460411033	0.000644928546197933	0.000574277860547333	0.00036425649851733
LOC101928937	0	0	0	0	0	0	4.23441734417343E-06	0
FAM71C	0	0	0	0	0	0	0	0
UHRF1BP1L	0.00194594209755823	0.0020415078240411	0.00166261275447323	0.0016138240192088	0.00156731872778693	0.0016732941672447	0.00221233279908923	0.00161017617689083
GOLGA2P5	9.85942442155373E-05	0.000102415892146773	0.000162242776042441	0.000175902114212933	0.000173524124264037	0.000179658245729967	0.000269767330649067	0.000101673485607933
MIR1827	0	0	0	0	0	0	0	0
ACTR6	0.00120412536649357	0.00130345356336283	0.00160139958812633	0.00137578436449337	0.00150258557022343	0.00153633116063813	0.00156341316631187	0.00151596790237247
DEPDC4	2.9147110734521E-05	5.34273401849726E-05	8.87998684874764E-05	7.34259332070409E-05	6.72580230181576E-05	6.57163969844121E-05	8.07193425883969E-05	2.39864857754242E-05
SCYL2	0.00493897201974887	0.00481171483435217	0.00488869016763657	0.00417946193861647	0.0044128787111888	0.00528522752846407	0.0051988237576197	0.00540857919622633
SLC17A8	0	0	0	0	0	0	0	2.97353553374963E-05
INHBC	1.52292494257367E-05	0	6.58098227741473E-06	0	0	8.00666154240327E-06	4.53564106750847E-06	0
GAS2L3	0.00110916776373613	0.00121289881731437	0.000766759672083567	0.000637138428829267	0.000879569107625367	0.000994252029691667	0.00120748718083687	0.000926153752800133
ANO4	1.12642052551446E-05	1.71423329438414E-05	5.12976114928199E-05	3.70289432279132E-05	5.86389890638287E-06	5.03651893742449E-05	1.75401168233639E-05	0.00012882239278545
SLC5A8	0	0	1.43850075936729E-05	2.94867825497221E-05	0	0	0	0
UTP20	0.0030662877007435	0.00310385496859727	0.00340477962484007	0.0028668010460111	0.00309387157491577	0.00325313607367013	0.00397771754514087	0.0024421597925257
ARL1	0.0115515966219058	0.0111295778377697	0.0130005347742271	0.0128527831018182	0.0117095077248701	0.0124405056722223	0.0126305244964849	0.0142337236318952
CT45A6	0	0	0	0	0	0	0	0
MYBPC1	0.0000738700520256	4.02508432551663E-06	0.00184766847918517	0.00463051977800059	0.00116290947397827	6.7031317031317E-06	0.000136069232025233	0.001555517846032
CHPT1	0.0022350813697191	0.0019840101077635	0.00369234214115773	0.0124661168778493	0.00222647511596923	0.00376922507482527	0.00179181052520997	0.0302335554374903
SYCP3	0.000275085344266767	0.0002601773311528	0.000868473733101233	0.0028189817556476	0.000479108055093467	0.0006960729092088	0.000285370061702633	0.0085278145800883
GNPTAB	0.00501223542941377	0.0044633924183315	0.00470304526867127	0.00385053372679643	0.0044891146264119	0.004853600424299	0.0051924766882619	0.00455343210194603
DRAM1	0.0148047555425831	0.0154266416004331	0.010877141266663	0.00733034611629987	0.0125060400402095	0.0118115562784862	0.0134322058979552	0.0103866072858924
CCDC53	0.0041417808909762	0.00410122334400377	0.0052777300939957	0.0047344812289468	0.00482755849425663	0.0054060414489201	0.00542469965934663	0.0064410693109568
NUP37	0.00256907288765703	0.00296891879295307	0.00267088513415143	0.001866125042982	0.00249284760669903	0.00292961697932027	0.00292436805877227	0.00229978653158657
PARPBP	0.00125439638479663	0.00142038212107317	0.00127885061818813	0.000865108109871467	0.0010075504859568	0.00120452356518717	0.00152421127353323	0.00093399127269553
PMCH	0.000456667122321533	0.000505366014031067	0.000391944454988967	0.000350976856679233	0.000553116204868767	0.0003941242896073	0.000618617841840133	0.0005763725327469
IGF1	0.0006608083448013	0.000139364037824833	0.0017726053107821	0.00277675567371627	0.0007338327506653	0.00136548360980763	0.0002114157069465	0.0050683337393543
LINC00485	0	0	0	0	0	0	0	0
PAH	0	0	0	0	0	0	0	0
ASCL1	0	0	0	1.4743391274861E-05	0	0	0	4.10482123995473E-05
LOC101929058	0	0	0	0	0	0	0	0
C12orf42	0	0	0	0	0	8.00666154240327E-06	0	0
LOC105369945	0	0	0	0	0	0	0	0
LOC101929084	0	0	0	0	0	0	0	0
STAB2	7.27008369715527E-05	6.41653902450673E-05	0.0001508133584574	0.0001832488563932	0.000101476981521031	0.000140374099642176	0.000140172365700367	8.33434283635554E-05
NT5DC3	0.00147898169652583	0.00143607026972857	0.0014569565414188	0.00147135454722903	0.0015894353419061	0.0014736777551901	0.00225181739013443	0.0014362303895597
TTC41P	5.96056095859943E-05	6.0081057608069E-05	5.00745684539765E-05	7.34259332070409E-05	7.54130839159515E-05	8.85198979219049E-05	5.78434090114229E-05	4.22454290445773E-06
HSP90B1	0.140870147256895	0.120102525656771	0.116596303987603	0.10332368785904	0.121886200656025	0.120049142493647	0.140541007213292	0.130582079309368
MIR3652	0	0	0	0	0	0	0	0
C12orf73	0.000828051861916833	0.000880247081934566	0.0010668247825641	0.000854160857537234	0.0011020358517266	0.00101138340010897	0.00103880184108253	0.000833114235063167
TDG	0.0054985516065112	0.00546166730571047	0.00488320834238567	0.00396152958154773	0.00466989097761183	0.00485136731952157	0.00551236334196147	0.00423451757199863
GLT8D2	0.000113303859627811	9.30041189606626E-05	0.000270578238509933	0.0002208640551148	0.00011568449265605	0.000174084551566977	0.000108422878227818	0.000244693833764367
HCFC2	0.00172797533195827	0.00172412646863437	0.00244333139705947	0.00270466081113543	0.00226231714101433	0.00231775530827817	0.00215495646790517	0.00323502154782507
NFYB	0.0156515305582636	0.0158377047190173	0.0131727884643041	0.0114689328555447	0.0145904818172837	0.0145927591534823	0.0196622683038435	0.0145025720544073
TXNRD1	0.0696648154533065	0.0648770134091093	0.0647104032195581	0.0466635806010437	0.0608992666282005	0.0654755140440503	0.0724996271663643	0.0501011580226061
EID3	0.000165499014886067	0.000165101181233767	0.000157055777339299	0.000109822923186191	0.000191708382697	0.000137755649756007	0.000144105559321233	0.000136994155501196
MIR3922	0	0	0	0	0	0	0	0
SLC41A2	0.0032873029651299	0.00333489836375983	0.0057161667728374	0.00462645856083753	0.0039864187958953	0.00478795236856037	0.00425491466968897	0.00312225632386087
C12orf45	0.0004960082904645	0.000512634547622167	0.000636915621172533	0.000454621339513333	0.0007660758915948	0.000602647753613333	0.000540869599621267	0.0004985291107159
ALDH1L2	7.67462945655689E-05	5.49074413430108E-05	7.28969913071938E-05	5.16268229191503E-05	6.22985963736564E-05	4.65416460060004E-05	6.45818488978048E-05	4.65410859242807E-05
LOC414300	0	0	0	0	0	0	0	5.6564285310255E-06
KIAA1033	0.00665799744575917	0.0068905132993324	0.00760940140903697	0.0069160050920573	0.0074903810794147	0.00722139352156223	0.00786357564670807	0.0070563211869099
APPL2	0.00394991241605377	0.00482805216490013	0.0050331842757229	0.00434413419564637	0.0047965169255959	0.00503234056839753	0.0056640045217326	0.00422309800828983
KCCAT198	5.27643228754447E-06	0	0	0	0	0	4.73336930694007E-06	0
C12orf75	0.00784388660278507	0.00972470116604257	0.00453290767594167	0.00383009833683463	0.00600489185621297	0.00595541540649327	0.0080035331483631	0.00615915684373097
CASC18	4.48651143539841E-05	6.0081057608069E-05	2.8475188639579E-05	2.16535987042831E-05	2.09758823032656E-05	2.95066326406402E-05	2.67056317139089E-05	4.79018575755922E-05
NUAK1	0.0053658990541884	0.005197041775543	0.00313171625944067	0.00225427193502477	0.0027382608212368	0.00330516445078857	0.0039150545565561	0.0037577129928614
CKAP4	0.0301532287740401	0.0308962325835644	0.0242574443624331	0.0175293259730989	0.0252525665856699	0.0271507734961209	0.0308706493083062	0.0227316905102861
TCP11L2	0.000392812122439167	0.0004148595902516	0.000893148582080967	0.0008120718688711	0.000823498497848767	0.000507023746962333	0.000763006099427967	0.000443325597056967
POLR3B	0.0018103010587211	0.00139332125032393	0.0015544044956934	0.00174214077485547	0.00167682218154853	0.00182823605915093	0.00186272718561467	0.0017682762366171
LOC100287944	0.000107835720673634	9.24002288351493E-05	0.0001748588243495	0.000416519699126567	0.000122012364618983	0.0001750078054903	0.0001022961485165	0.000350705630363633
RFX4	5.27643228754447E-06	4.02508432551663E-06	6.58098227741473E-06	1.45978796912371E-05	9.10125142207053E-06	1.96420730439034E-05	1.77378450627954E-05	3.53917838685218E-05
LOC100505978	0	0	1.97429468322442E-05	0	5.86389890638287E-06	0	2.25747098536389E-05	0
RIC8B	0.0023915053661059	0.00207095044288223	0.00383388846260857	0.00555377014147767	0.0029085562562953	0.003018384463079	0.00290801948816353	0.00588163434391783
TMEM263	0.0080682673261901	0.0078749541313802	0.0071273002034833	0.00642217634472083	0.00720312632725793	0.0075615238718362	0.0094608033986251	0.00668895015320063
MTERF2	0.0008724282220771	0.0010625851720848	0.00149205644918353	0.0015093607932353	0.0012701131024383	0.00154668582271563	0.00124799746399273	0.000984107269625363
CRY1	0.0028658392351687	0.0023623904397615	0.00226500747877027	0.0023276523807656	0.00219986648213213	0.00258313376124673	0.002443068177014	0.00290038473584907
BTBD11	0.000960865241086533	0.00121835671481163	0.00232564495190327	0.00223287250062877	0.00187308761880703	0.00201928204744663	0.001797861398211	0.00135867135206193
PWP1	0.00758175445385527	0.00841234968939933	0.00782197453926943	0.00574818713394703	0.00748476465946327	0.00817858602652447	0.00817367172666333	0.00628576509716217
BCAM	0.0156228213830367	0.0205283668619545	0.0280263535355843	0.0204999885971046	0.0232723327191551	0.0239970405892059	0.0228394837358779	0.0165338897076704
LOC101929162	0.000666672444395	0.000637544133912267	0.0005155891346856	0.000467418964127567	0.000659075625006767	0.000618205144840267	0.0006459709944033	0.000741904826940633
ASCL4	0	0	0	0	0	0	0	0
LOC728739	0	0	0	0	0	0	4.23441734417343E-06	0
WSCD2	1.91942935963288E-05	0	2.18942063621643E-05	0.000140087170568295	9.10125142207053E-06	1.4709793245535E-05	0	0.000182636674929424
CMKLR1	0	0	7.5091987684914E-06	7.5421606781911E-06	1.82025028441411E-05	0	4.73336930694007E-06	0
LINC01498	3.96504417059207E-06	0	0	0	0	0	0	0
FICD	0.000782166133319867	0.0007532082125938	0.0004977463576833	0.000644489380168767	0.000664535513530167	0.0006406376807642	0.000677571912989333	0.000672738026892267
SART3	0.00460133052949093	0.00461666275440703	0.00554880650505	0.00491607492126907	0.00549577094171693	0.00578962975255363	0.00568548191812713	0.00417157865696473
ISCU	0.0062657109227967	0.00726880766589533	0.00925530833421197	0.0071565896066934	0.00863969716499443	0.00965798878776153	0.00922425855969047	0.00710152354357863
TMEM119	0	8.21595326028157E-06	0	7.5421606781911E-06	4.62404224524997E-06	0	4.23441734417343E-06	4.22454290445773E-06
SELPLG	0.0008721929341894	0.0009918392692725	0.000430502132162367	0.000388737566984433	0.000690065016524867	0.000764987067113967	0.0011125347653645	0.0008145992957567
MIR4496	1.32065206287286E-05	1.31172486183248E-05	2.09659898710876E-05	1.50843213563822E-05	3.02239667937655E-05	9.8645595967368E-06	2.19722624069689E-05	4.22454290445773E-06
CORO1C	0.0281078127452456	0.031857051862639	0.0204231561937978	0.0198416531265441	0.0220430608224236	0.023371784027278	0.0287651812022244	0.0229253601031352
SSH1	0.00881888615902787	0.00795894032518663	0.0086337556201422	0.00878679892290407	0.00871032292475567	0.00901349538921233	0.00968294413379357	0.00670645791865497
MIR619	0	0	0	0	5.86389890638287E-06	0	0	0
DAO	0	0	6.58098227741473E-06	0	0	0	4.53564106750847E-06	0
SVOP	0	0	0	0	0	0	0	0
USP30	0.00193079310746093	0.00215418578353697	0.00271931462933113	0.00236877269526063	0.00253298084568083	0.00249082033196897	0.00271846970242903	0.00174264713933863
USP30-AS1	7.35234708947786E-05	0.00010474780271868	0.000110399248301859	9.5079531911324E-05	7.58770569725321E-05	8.21970421346852E-05	9.98598107839339E-05	5.49901717331765E-05
ALKBH2	0.000181439604991833	0.0001903529311401	0.000380766127103967	0.000373457827130167	0.000407147782745333	0.0004582760183037	0.000299822233993867	0.000272392870369596
UNG	0.00359128212100077	0.00399927744591047	0.00528549370013953	0.0035415003471997	0.00476161673941417	0.0051938021888054	0.0054474548122222	0.0038675349420523
ACACB	0.00247368940825213	0.00251546372835133	0.0049173469390179	0.00559856212912567	0.0038082818487869	0.00428418224793307	0.0041348395392459	0.00439179469596267
FOXN4	9.24147645813653E-06	8.48827416729657E-06	2.8475188639579E-05	7.5421606781911E-06	3.34613193094532E-05	1.29389413407717E-05	2.7308079160579E-05	1.26736287133732E-05
LINC01486	0	0	0	0	0	0	0	0
MYO1H	6.35706537565864E-05	3.77058600876878E-05	8.57641293142651E-05	5.16268229191503E-05	6.24454294420696E-05	6.63785124590318E-05	7.23447406555576E-05	6.48711431686687E-05
KCTD10	0.0105745051987472	0.0115900918578472	0.01207727567292	0.0107865414626463	0.0120765401985043	0.0128553549179018	0.0140766481623348	0.0108593005176075
UBE3B	0.00570433151499427	0.005501836567601	0.00666031482218813	0.00636179294096257	0.00682359600489687	0.00720273165347983	0.0074197235606917	0.00511890236652513
MMAB	0.00367146208813393	0.00423485620148793	0.0024127917334052	0.00214382126774903	0.00265766403104377	0.00285845533654247	0.00388207647195537	0.0031571290542146
MVK	0.00336232438814247	0.00383823029637367	0.00110956109278507	0.000932210091142767	0.00141597118031557	0.0017058595497122	0.00274802332274407	0.0025371075952924
FAM222A	0.0003051850359516	0.000185558172079833	0.000153598007930633	0.000123643338045022	0.000233343007315445	0.0001577779987158	0.000259455342946467	0.000211746270105363
FAM222A-AS1	0	4.46318984177993E-06	0	0	1.04879411516328E-05	1.16354115015001E-05	4.53564106750847E-06	0
TRPV4	0.00149004196907863	0.00174418171590803	0.0013476564501434	0.00101195997628557	0.00126788190312047	0.00172949202682637	0.00157951360908897	0.00149176807467133
MIR4497	2.05056817132811E-05	1.68700120368264E-05	7.5091987684914E-06	0	1.97360256421327E-05	6.7031317031317E-06	3.17402247441841E-05	1.83300572443987E-05
GLTP	0.00515747049130313	0.00550471463523793	0.00378197542790977	0.0029462596976978	0.00394589020984067	0.00386648251534873	0.00471994292837657	0.00374389709515323
TCHP	0.00230366196678523	0.00233196913837473	0.00216482524722087	0.001624093830828	0.0018881275423502	0.00188120830820373	0.00223212771979543	0.00186082057257663
GIT2	0.0080247750383219	0.00794811910616467	0.00779709496593247	0.00723901260612607	0.00776632734067463	0.00839661871703087	0.00893640672162013	0.00726836420645497
ANKRD13A	0.0037265449022511	0.00404616056312573	0.00301191828474663	0.00228600413600957	0.00300260455672983	0.0029551352871959	0.00350231085418033	0.00268445460487377
C12orf76	0.0004709129109772	0.000481346445994333	0.000617048788327967	0.000480461914154033	0.000697431178847067	0.0007604464534392	0.000680448780603333	0.000385144544058067
IFT81	0.00175313922010383	0.00173322907800147	0.00236410783085017	0.00213880713035473	0.00237792075323637	0.0023262086738751	0.00249759936530803	0.0019532673067743
ATP2A2	0.0454704242549401	0.0420501605966528	0.0381284899859669	0.0390058513401188	0.0401924468041631	0.0403335520969211	0.0441383914498166	0.0531579145595225
ANAPC7	0.00407390488557137	0.00394198180383967	0.00390408358210213	0.00340958308139913	0.0037328288421786	0.00468863633989737	0.00465524832126647	0.00424612646316033
ARPC3	0.0154516269230874	0.0170677760126122	0.014030638967502	0.0108246388938738	0.0145740868951922	0.0153081510689979	0.0162214996335052	0.0137244382422201
GPN3	0.00137739959525657	0.0014264927119332	0.00145555855098883	0.0010979466270131	0.00141900696652943	0.00148697419203157	0.00155813577163957	0.0012314941868288
FAM216A	0.00150533265687323	0.00200989907923727	0.00140375876009603	0.00144264102035253	0.0015996166019499	0.0016064254692059	0.00180568803823967	0.0013593139225207
VPS29	0.0057551104166406	0.0063743411294527	0.00685300246365833	0.00532281588017847	0.00650109202392607	0.00692556456401873	0.00673078741994313	0.006589082834102
RAD9B	4.09309500031381E-05	3.38465603714195E-05	1.40901810459061E-05	3.70289432279132E-05	2.73037542662116E-05	4.10549979925701E-05	3.52779618861593E-05	2.25546001488565E-05
PPTC7	0.00222377968972043	0.0019931112018796	0.00222670420897217	0.00248755161665423	0.00213139028073397	0.00217286345847547	0.00215621978487977	0.0022234648201639
TCTN1	0.0056582976609518	0.00615552577726803	0.0103402376256848	0.0087257924047931	0.00907533027430513	0.0105335408643075	0.0108285746199261	0.0071733265787065
HVCN1	0.000147455282559834	0.000217154956558467	0.000298798330593867	0.000279546597047033	0.0002846714450697	0.000363781449192867	0.0003548830081468	0.000174993714585533
PPP1CC	0.0208777123379736	0.0212690498450664	0.026470074978736	0.0275903724998361	0.0269642848362565	0.0263733861408649	0.0247707815403815	0.0290305273977347
CCDC63	0	0	0	0	0	0	0	0
MYL2	5.27643228754447E-06	0	0	0	0	8.00666154240327E-06	0	5.6564285310255E-06
LINC01405	0	4.19086893476493E-06	0	0	0	0	0	0
LOC105369980	0	4.46318984177993E-06	0	7.05571901304603E-06	0	0	1.3202203995287E-05	0
CUX2	1.59405901057924E-05	4.46318984177993E-06	6.58098227741473E-06	0	9.2480844904999E-06	0	0	5.6564285310255E-06
MIR6760	0	0	0	0	0	0	0	0
FAM109A	0.0019984399445363	0.0023500090534678	0.0028536387751881	0.0022204071774888	0.0025845213086173	0.00233495518613933	0.0028163353108337	0.00197369314715983
SH2B3	0.00262192357633847	0.00246899975037677	0.0024550258642261	0.001498404702005	0.0023918137977326	0.002449797425294	0.00259823674037103	0.0016423654299272
ATXN2	0.00992194841572447	0.00883619125148333	0.0118792647755516	0.0122256691591959	0.0105234631891127	0.0115171819964678	0.0107918451743773	0.0155100508812979
BRAP	0.002611080413255	0.00298217845884473	0.0028617707216936	0.00269493155725487	0.00292067760561083	0.00319726145586717	0.00349904246662623	0.00231365737694497
ACAD10	0.00282143184109373	0.00317019796416203	0.00437066158222383	0.003233153247214	0.0037398986650146	0.00419462203792583	0.00426617948791447	0.00296723337731343
ALDH2	0.00149573864690167	0.00168440830686807	0.00396652780519923	0.00471665199943493	0.0040140561389907	0.00370300029479503	0.0031342735611518	0.00519366018325723
MIR6761	0	0	0	0	0	0	0	0
MAPKAPK5-AS1	0.0014384219338201	0.00179208098424177	0.0017754540819972	0.00143929004476997	0.0016894161672307	0.00178261766706827	0.00183011392359667	0.0011897206404288
MAPKAPK5	0.00351902081280923	0.0031568004990961	0.00415775126695657	0.0040800543386331	0.0039351678047051	0.0037191005809304	0.00370569183930263	0.00586270246961693
ADAM1A	0.000465308551342767	0.0005011402984034	0.0010337959851647	0.000813140356870767	0.0008631990231562	0.00101476240182703	0.000850068425423867	0.000676436383474063
TMEM116	0.0009284462484431	0.0008314840438617	0.0013553365894473	0.00117078630472647	0.0010790155258662	0.00136071619450503	0.0012981814767303	0.000858041941446267
ERP29	0.00884151975630377	0.0090498861747106	0.0107381336798636	0.0092197706625835	0.010881552017814	0.0109048356333774	0.0104863220022241	0.00943008930030713
NAA25	0.00540747283621337	0.00496034981568707	0.00519491285179837	0.0044238385933229	0.00525566135880337	0.00531053657973633	0.00585493038265407	0.0047713280816506
MIR3657	0	0	0	0	0	0	4.73336930694007E-06	0
TRAFD1	0.004220017424829	0.00424885062307523	0.00510869165829263	0.0036636388727831	0.00526323866852843	0.0048716571279449	0.00574138903219653	0.0036888358094448
HECTD4	0.00909806054210977	0.00905905409339297	0.0099412795159766	0.00886271538966946	0.00869629442386213	0.00970150884445117	0.0107764880906768	0.0086400195583134
MIR6861	0	0	0	0	0	0	0	0
RPL6	0.0850273970801734	0.0974389469261294	0.110648897936456	0.104055694501226	0.112266081722909	0.117658410666349	0.118216552637872	0.0866651686078603
PTPN11	0.0195136107979787	0.0183411436022164	0.01648455171482	0.0134695116059297	0.0162539194762746	0.0181540549717127	0.0221110136289103	0.0150239737703998
MIR1302-1	0	0	0	0	0	0	0	0
RPH3A	0	0	0	0	0	0	0	0
OAS1	0.00220941102432703	0.00285040463206967	0.00194567514156667	0.0010391143643381	0.0020858233004294	0.00128009521086597	0.00183579851795473	0.0012635671270968
OAS3	0.0166488194682374	0.0170362541652792	0.00877891552363297	0.004679249055848	0.0102582709841579	0.00773756899952433	0.0114201611736292	0.00838930017586603
OAS2	0.00372952275600197	0.00430423460044377	0.0011956704208455	0.0003751125706235	0.00221522454070127	0.00113361799166527	0.00179730132786743	0.00115872408727893
DTX1	9.95281713819223E-06	2.18778436926363E-05	4.16371531944084E-05	8.11136054688615E-05	1.51119833968828E-05	2.32708230030002E-05	2.27724380930705E-05	1.97619428709665E-05
RASAL1	8.9433181180835E-05	0.000201492724772667	0.0003975972207753	0.000277064481807	0.000346442671843267	0.0002443529524338	0.0001856495570768	0.000174993714585533
CFAP73	0.00149281287075803	0.0015239824261351	0.00166438903829087	0.0013023626404455	0.0017061633543616	0.00170417059166517	0.00191238978439393	0.00125949900639077
DDX54	0.00832867345949877	0.0087317361788519	0.0100164105444732	0.00704350247369793	0.0091706245386201	0.00890867733875933	0.00995364795116437	0.00763334145084643
MIR7106	3.96504417059207E-06	0	0	0	5.86389890638287E-06	6.7031317031317E-06	0	0
RITA1	0.00241815401652163	0.0029714180033852	0.00335644492788693	0.00244555381320943	0.00337959955475593	0.00325681977846117	0.00315964016859227	0.0025376053931191
IQCD	4.49764075971543E-05	3.34677031666378E-05	6.69056621253362E-05	4.33071974085663E-05	9.62421331507744E-05	0.000104446174857137	4.94780698069795E-05	4.65410859242807E-05
TPCN1	0.0046473090516421	0.0049413012363941	0.00655220536849047	0.00533395834072173	0.0061086556480646	0.00633107894244213	0.00655133993464387	0.00628622411366363
MIR6762	0	0	6.58098227741473E-06	0	4.62404224524997E-06	0	0	0
SLC8B1	0.0025278017842712	0.00315295164445407	0.00237284739718847	0.0018111887330762	0.002530020710461	0.00250335829628377	0.00246903329536237	0.0020850982434449
PLBD2	0.0058928288736248	0.0057158302095731	0.00611158765315273	0.00495518672442277	0.005812860343567	0.00632226816444363	0.00662595376927723	0.00647386299709893
SDS	1.59405901057924E-05	1.29514640090765E-05	2.09659898710876E-05	7.5421606781911E-06	0	1.16354115015001E-05	8.9677866511135E-06	4.22454290445773E-06
SDSL	0.0004199673841964	0.0004229934088327	0.0004802818740686	0.0003135113787004	0.0004028773693105	0.000605341859441433	0.000467886600844767	0.000280678401172233
LHX5	0	0	0	0	0	0	0	0
LHX5-AS1	0	0	0	0	0	0	0	0
LINC01234	1.19755459352003E-05	5.01719305942159E-05	1.56080506325163E-05	1.45978796912371E-05	1.97360256421327E-05	4.42164258861752E-05	3.6078137572261E-05	6.50346981749715E-05
RBM19	0.00181816970869347	0.00177445325779537	0.00190057690128827	0.00147582812688473	0.00179714193585077	0.00170842005487887	0.00194196178075417	0.00140858368455547
TBX5	0	0	0	1.50843213563822E-05	5.86389890638287E-06	2.14129249486667E-05	0	4.22454290445773E-06
TBX5-AS1	0	0	0	7.5421606781911E-06	0	0	0	0
TBX3	0.0003979028004427	0.000445403453045933	0.000588187981769733	0.000440605506156567	0.000379440018096133	0.0002905350236339	0.000309081981639967	0.0005304074200647
MED13L	0.0149325577195221	0.0145680883052343	0.0172781661043569	0.0168341658167044	0.0164208795862803	0.0166581167766914	0.0193134064098082	0.0142805174136749
MIR620	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0
LINC00173	2.84357700544652E-05	5.50139776407775E-05	0.000221388149699267	0.000153811980757789	0.000167348314809633	0.000162710278514167	7.52800303508822E-05	6.63741427704887E-05
MAP1LC3B2	4.16422906831938E-05	6.85220437890628E-05	8.07010166234519E-05	8.11635123831324E-05	7.40263941864221E-05	0.000114496216960637	5.75514480164632E-05	3.10036859577719E-05
C12orf49	0.0028848352402553	0.00290540912657267	0.0027339474089495	0.0024494495556898	0.00290716433712563	0.00306618823670427	0.0033328253387399	0.00219358272011737
RNFT2	7.74576352456358E-05	6.44377111520823E-05	5.18872645883534E-05	7.99952105549419E-05	0.000113980662938337	7.72647623363168E-05	8.5452711895337E-05	0.000106082910574473
HRK	3.57349311390178E-05	1.68700120368264E-05	2.96982316784224E-05	1.45978796912371E-05	2.86904439957739E-05	3.62097643437719E-05	2.27724380930705E-05	8.44908580891547E-06
FBXW8	0.0057287654086758	0.00628618998358107	0.0063327868955793	0.00602087721906043	0.00626667679351983	0.0065773290327461	0.00728260063254967	0.00516932916440717
LOC100506551	0.0003838549921068	0.000534157935728633	0.000385658299259333	0.0004081044689466	0.000370742777057067	0.000367866131009833	0.000482585660728333	0.000395423739481367
TESC	0.0002658129879889	0.000201279652177133	0.000192618134511933	8.8510254563423E-05	0.0002085241958116	0.0001357236594025	0.0001485377049048	0.000208903825908033
TESC-AS1	5.27643228754447E-06	0	0	0	0	4.9322797983684E-06	4.23441734417343E-06	0
FBXO21	0.00591259218074333	0.00662598034891827	0.00669676096982373	0.00600598452762047	0.0065203189243792	0.00699896221836253	0.00751393597744253	0.0056087831723867
NOS1	5.98777296760017E-06	0	5.43333506660247E-05	7.18210966279888E-05	2.08290492348362E-05	0	0	4.22454290445773E-06
KSR2	0	4.02508432551663E-06	0	0	0	0	0	0
RFC5	0.00246665577233377	0.00284637699821047	0.00336056918188033	0.00235198351320777	0.0027585406653201	0.00321570051473427	0.00327840566841893	0.0023632257891287
WSB2	0.00865454397906507	0.00956537151953166	0.00637116962536163	0.0050706641565704	0.00728285333844127	0.00766482705654133	0.0082416040874313	0.00657354346205847
VSIG10	0.00281507335619433	0.00297312162221303	0.00253669551651307	0.0020559473858824	0.00194101641062377	0.00248367482101987	0.00349780052081937	0.0025732841775702
PEBP1	0.0129269181957161	0.0153983482967956	0.0207654700841612	0.018466722019619	0.0197533720989153	0.0202018046746357	0.0196697726263417	0.0133577525044489
TAOK3	0.00437036838726833	0.0039520457894203	0.00471535653740463	0.0043431528939977	0.0045951375603521	0.00434760759542053	0.00371934507614707	0.00508144247267147
SUDS3	0.0055871488229069	0.0056291616420469	0.0061412168567151	0.00557822676328123	0.0059149680139241	0.0064291586968878	0.0069807507165692	0.00514395803524307
LOC105370014	0	0	0	0	0	0	0	0
LOC105370016	0	0	0	0	0	0	0	0
SRRM4	0	1.29514640090765E-05	0	7.05571901304603E-06	1.04879411516328E-05	1.34062634062634E-05	8.7700584116819E-06	4.22454290445773E-06
LOC105370024	0	0	0	0	0	0	0	0
HSPB8	0.0110427525489056	0.0121106343185295	0.00934676095244903	0.00824362562994253	0.010906404802061	0.0102710077459519	0.0120357140475768	0.00857209072831237
LINC00934	0	0	0	0	0	0	0	0
CCDC60	0	4.46318984177993E-06	0	0	0	0	0	4.22454290445773E-06
LRSAM1	0.00265454777368603	0.00309942814069933	0.00355412285741437	0.00272233148100843	0.00361436574062327	0.0035458771799567	0.00371037728949593	0.00276913493315133
PRKAB1	0.00389747522388903	0.0040501632420518	0.0045628543688251	0.00392006370723433	0.00460159989367453	0.00430318290661233	0.00460549966163233	0.00442792149132097
